# == pyFAI calibration ==
# Distance Sample to Detector: 0.33908073478462813 m
# PONI: 2.851e-01, 1.239e-01 m
# Rotations: 0.000182 0.001326 -0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 339.081 mm
# Center: x=720.163, y=1660.441 pix
# Tilt: 0.077 deg  TiltPlanRot: 97.803 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.94369802997835e-11 m
# Mask applied: False
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> lab6_200_00_0001p.xy
#       2th_deg             I 
  5.346878e+00    4.253140e+02
  5.355439e+00    4.233263e+02
  5.364001e+00    4.228058e+02
  5.372563e+00    4.208192e+02
  5.381125e+00    4.187560e+02
  5.389687e+00    4.172983e+02
  5.398249e+00    4.150599e+02
  5.406811e+00    4.127857e+02
  5.415372e+00    4.119181e+02
  5.423934e+00    4.107029e+02
  5.432496e+00    4.086610e+02
  5.441058e+00    4.071602e+02
  5.449620e+00    4.060655e+02
  5.458182e+00    4.049285e+02
  5.466744e+00    4.032307e+02
  5.475305e+00    4.025615e+02
  5.483867e+00    4.017669e+02
  5.492429e+00    3.999217e+02
  5.500991e+00    3.982248e+02
  5.509553e+00    3.974740e+02
  5.518115e+00    3.951816e+02
  5.526677e+00    3.933233e+02
  5.535238e+00    3.929163e+02
  5.543800e+00    3.916423e+02
  5.552362e+00    3.904452e+02
  5.560924e+00    3.907395e+02
  5.569486e+00    3.896155e+02
  5.578048e+00    3.876043e+02
  5.586610e+00    3.859795e+02
  5.595171e+00    3.845594e+02
  5.603733e+00    3.854314e+02
  5.612295e+00    3.959444e+02
  5.620857e+00    4.023484e+02
  5.629419e+00    4.059974e+02
  5.637981e+00    4.109453e+02
  5.646543e+00    4.146461e+02
  5.655104e+00    4.167789e+02
  5.663666e+00    4.198146e+02
  5.672228e+00    4.235271e+02
  5.680790e+00    4.258377e+02
  5.689352e+00    4.277622e+02
  5.697914e+00    4.294502e+02
  5.706475e+00    4.313376e+02
  5.715037e+00    4.325850e+02
  5.723599e+00    4.343852e+02
  5.732161e+00    4.363593e+02
  5.740723e+00    4.376638e+02
  5.749285e+00    4.384498e+02
  5.757847e+00    4.399654e+02
  5.766408e+00    4.421732e+02
  5.774970e+00    4.426027e+02
  5.783532e+00    4.439866e+02
  5.792094e+00    4.445312e+02
  5.800656e+00    4.446446e+02
  5.809218e+00    4.453249e+02
  5.817780e+00    4.464664e+02
  5.826341e+00    4.483199e+02
  5.834903e+00    4.492386e+02
  5.843465e+00    4.503928e+02
  5.852027e+00    4.513370e+02
  5.860589e+00    4.516313e+02
  5.869151e+00    4.518631e+02
  5.877713e+00    4.527966e+02
  5.886274e+00    4.535970e+02
  5.894836e+00    4.546724e+02
  5.903398e+00    4.553683e+02
  5.911960e+00    4.566543e+02
  5.920522e+00    4.562164e+02
  5.929084e+00    4.562501e+02
  5.937646e+00    4.568306e+02
  5.946207e+00    4.572773e+02
  5.954769e+00    4.580179e+02
  5.963331e+00    4.590740e+02
  5.971893e+00    4.598141e+02
  5.980455e+00    4.597213e+02
  5.989017e+00    4.602382e+02
  5.997579e+00    4.613624e+02
  6.006140e+00    4.613138e+02
  6.014702e+00    4.618748e+02
  6.023264e+00    4.631659e+02
  6.031826e+00    4.631375e+02
  6.040388e+00    4.639847e+02
  6.048950e+00    4.654968e+02
  6.057511e+00    4.655591e+02
  6.066073e+00    4.657768e+02
  6.074635e+00    4.657892e+02
  6.083197e+00    4.652172e+02
  6.091759e+00    4.645959e+02
  6.100321e+00    4.650616e+02
  6.108883e+00    4.664088e+02
  6.117444e+00    4.656085e+02
  6.126006e+00    4.659087e+02
